날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2003-12-27,108,-3,-6.5,1.1
2004-01-10,108,-0.3,-3.5,3.2
2004-01-11,108,-0.6,-5.6,4.5
2004-01-12,108,-0.7,-4.5,1.8
2004-01-13,108,-6.7,-8.8,-3.9
2004-01-14,108,-5.1,-9.6,-1.3
2004-01-15,108,-1.3,-5,3.2
2004-01-19,108,-1,-3.2,1.7
2004-01-20,108,-4.4,-9.5,0
2004-01-21,108,-14.3,-16,-9.5
2004-01-22,108,-13,-16.7,-9.1
2004-01-23,108,-8.7,-13.1,-4.9
2004-01-24,108,-7.3,-10.1,-3.7
2004-01-25,108,-7,-9.3,-3.7
2004-01-26,108,-5.9,-10.1,-2.2
2004-01-27,108,-4.1,-8.1,0.3
2004-01-28,108,-0.4,-5.3,4.9
2004-02-02,108,-1.7,-5.9,2.5
2004-02-03,108,-4.2,-7.1,-0.5
2004-02-04,108,-1.4,-5.8,2.5
2004-02-05,108,-4.9,-7.3,-0.8
2004-02-06,108,-4,-7.8,-0.6
2004-02-07,108,-3.6,-7.6,-0.4
2004-02-08,108,-0.2,-3.7,5.5
2004-02-09,108,-2.2,-6.5,3
2004-02-10,108,-0.3,-5.5,4.5
2004-03-02,108,-2,-4.5,1.5
2004-03-03,108,-1.7,-4.3,2.2
2004-03-04,108,-1.5,-5.5,2.5
2004-03-05,108,-0.1,-1.7,3.5
2004-03-06,108,-3.4,-5,-0.8
2004-03-07,108,-1.4,-5.6,2.2
2004-12-20,108,-3.6,-5.8,4.3
2004-12-21,108,-3.2,-7.3,1.2
2004-12-22,108,-3.4,-6,-0.2
2004-12-23,108,-3.7,-8.1,1
2004-12-24,108,-0.8,-4,3.4
2004-12-25,108,-1.8,-4.3,1.2
2004-12-26,108,-3.2,-6.1,0.4
2004-12-27,108,-4,-7.1,-0.4
2004-12-28,108,-4.9,-7.3,-2.5
2004-12-29,108,-5.7,-8.3,-2.2
2004-12-30,108,-4.6,-8.3,-0.8
2004-12-31,108,-4.7,-7,-1.2
2005-01-01,108,-4.9,-8.8,-1
2005-01-04,108,-4.9,-7.4,-1.2
2005-01-05,108,-3.8,-8.8,0.6
2005-01-07,108,-2.9,-6,2.2
2005-01-08,108,-5,-8,0.8
2005-01-09,108,-8,-10.3,-4
2005-01-10,108,-5.7,-10.8,-1.5
2005-01-11,108,-6.3,-8.5,-2.7
2005-01-12,108,-6.1,-9.5,-2
2005-01-13,108,-4.8,-8.3,-1.2
2005-01-14,108,-3.1,-7.3,0.6
2005-01-15,108,-2.6,-6.5,1.6
2005-01-16,108,-0.8,-4.6,5.1
2005-01-19,108,-3.8,-6,-0.2
2005-01-20,108,-5.9,-7.8,-2.7
2005-01-21,108,-5.4,-9.5,-0.6
2005-01-22,108,-2.2,-7.3,2.5
2005-01-29,108,-0.8,-6.1,2.7
2005-01-30,108,-7,-9.3,-3.7
2005-01-31,108,-7.3,-11,-2.5
2005-02-01,108,-10.2,-13.1,-6.8
2005-02-02,108,-6.9,-10.6,-2.5
2005-02-03,108,-4.6,-8.6,0
2005-02-04,108,-1.5,-5,2.4
2005-02-05,108,-1.6,-4.9,2
2005-02-06,108,-0.1,-5,5.5
2005-02-09,108,-1.4,-4.5,0.8
2005-02-10,108,-6,-8.8,-2
2005-02-11,108,-6,-9.3,-1.6
2005-02-12,108,-4.1,-7.5,0.1
2005-02-13,108,-1.6,-6.6,3.5
2005-02-19,108,-2.4,-7.9,3.2
2005-02-20,108,-7.1,-9.5,-3.4
2005-02-21,108,-5.8,-10.3,-1.7
2005-02-22,108,-1,-4.6,4.5
2005-02-23,108,-2.9,-5.4,-0.1
2005-02-24,108,-2.9,-6,3.2
2005-02-25,108,-4.8,-7.3,-1.5
2005-02-26,108,-5,-8.6,-1
2005-02-27,108,-2.1,-7.4,2.7
2005-03-01,108,-0.3,-4.5,4.5
2005-03-03,108,-1.3,-4.4,2
2005-03-04,108,-0.4,-4.5,4
2005-03-05,108,-0.9,-4.1,3
2005-03-12,108,-3.9,-6.5,-0.8
2005-03-13,108,-1.2,-5.1,3
2005-12-03,108,-0.7,-3.2,2.7
2005-12-04,108,-5.1,-7.5,-1.7
2005-12-05,108,-5.2,-8.8,-1.8
2005-12-06,108,-2.5,-5.5,0.1
2005-12-07,108,-1.8,-4.9,2
2005-12-08,108,-2.3,-4.6,0.8
2005-12-09,108,-1.4,-4.9,1.7
2005-12-10,108,-2.9,-7.5,0.4
2005-12-11,108,-6.3,-9.1,-2.7
2005-12-12,108,-8,-10.1,-5.5
2005-12-13,108,-8.6,-11.6,-5
2005-12-14,108,-5.8,-11.5,-2
2005-12-15,108,-4.5,-8.8,-0.4
2005-12-16,108,-3.3,-6.5,0.4
2005-12-17,108,-9.7,-13.3,-5.8
2005-12-18,108,-9.2,-14,-3.7
2005-12-19,108,-5,-9.8,0.3
2005-12-20,108,-2.8,-7.5,1.3
2005-12-21,108,-6.2,-9.6,-1.7
2005-12-22,108,-6.6,-11.1,-3.2
2005-12-23,108,-3.2,-5.3,0.2
2005-12-24,108,-4.2,-8.6,-0.5
2005-12-25,108,-1.7,-6.9,2
2005-12-26,108,-7.5,-10.1,-4
2005-12-27,108,-6.9,-10.1,-3.2
2005-12-28,108,-5,-9.1,-0.4
2005-12-29,108,-2.9,-6.8,1.2
2006-01-03,108,-2.4,-4.5,1.2
2006-01-04,108,-6.2,-8.3,-4.4
2006-01-05,108,-7.1,-10,-2.5
2006-01-06,108,-7.5,-10.1,-3.9
2006-01-07,108,-6.2,-9.6,-1.8
2006-01-08,108,-4.2,-8.5,0.4
2006-01-09,108,-1.6,-7,3
2006-01-10,108,-0.3,-2.2,2.4
2006-01-11,108,-1.2,-5.3,3.5
2006-01-22,108,-3.1,-6,-0.6
2006-01-23,108,-4.7,-8,-0.4
2006-01-24,108,-3.1,-7.6,1.7
2006-01-25,108,-0.7,-4.5,3.2
2006-02-02,108,-2.9,-8.6,1
2006-02-03,108,-11.7,-14.1,-8.6
2006-02-04,108,-9.3,-13.1,-4.6
2006-02-05,108,-5.3,-10.3,-1.6
2006-02-07,108,-0.9,-4.8,1.2
2006-02-08,108,-7.2,-9.3,-3.9
2006-02-09,108,-4.5,-10.3,-1.2
2006-02-12,108,-1.8,-5.9,2.5
2006-02-17,108,-4.5,-8.1,-1.3
2006-02-27,108,-0.5,-4.6,4.4
2006-03-02,108,-0.9,-2.9,2
2006-03-12,108,-4.3,-6.4,1
2006-03-13,108,-2,-6.9,3
2006-12-02,108,-2.8,-6.1,3
2006-12-03,108,-4.5,-8.5,-0.8
2006-12-04,108,-1.4,-5.4,2.5
2006-12-10,108,-0.4,-3.5,3.7
2006-12-17,108,-1,-3.9,1.6
2006-12-18,108,-2.4,-5.4,1.1
2006-12-28,108,-8.4,-11.3,-4.3
2006-12-29,108,-8.1,-12.3,-3.7
2006-12-30,108,-3.6,-8.8,-0.1
2007-01-06,108,-1.2,-4.8,4.6
2007-01-07,108,-3.9,-6.5,-0.8
2007-01-08,108,-3,-4.6,0.2
2007-01-09,108,-1.7,-6,2.5
2007-01-10,108,-0.4,-3,2.9
2007-01-11,108,-1.6,-4.5,1.5
2007-01-12,108,-3,-5.8,-0.8
2007-01-13,108,-5.2,-7.6,-2.2
2007-01-14,108,-2.7,-7.6,2.5
2007-01-15,108,-0.2,-4.5,4
2007-01-30,108,-0.4,-5,2.7
2007-01-31,108,-3.7,-6.5,-0.3
2007-02-01,108,-5.4,-8.3,-1.5
2007-02-02,108,-5,-8.6,-0.5
2007-02-14,108,-0.1,-3.2,4
2007-03-05,108,-2.1,-5.3,5.5
2007-03-06,108,-5,-7.6,-1.6
2007-03-07,108,-2.8,-6.9,1.2
2007-11-18,108,-1.8,-4.6,3
2007-11-19,108,-0.3,-5.5,3.9
2007-12-04,108,-2.8,-5.3,2.4
2007-12-05,108,-2.1,-5.8,1.7
2007-12-14,108,-0.1,-4,4
2007-12-29,108,-1.1,-4.8,3
2007-12-30,108,-6.4,-7.4,-4.8
2007-12-31,108,-5.4,-7,-2.9
2008-01-01,108,-6.3,-8.5,-3.2
2008-01-02,108,-3.4,-7.4,0.8
2008-01-04,108,-0.3,-4,3.7
2008-01-13,108,-4.3,-8.5,-1.1
2008-01-14,108,-2.7,-5.1,1.5
2008-01-15,108,-4.2,-7.1,-0.4
2008-01-16,108,-7.1,-9.5,-3
2008-01-17,108,-7.2,-11.1,-3.9
2008-01-18,108,-4.8,-8.6,-0.7
2008-01-19,108,-2.2,-6.9,1.5
2008-01-23,108,-2.8,-8.3,0.8
2008-01-24,108,-7.5,-10.9,-3.7
2008-01-25,108,-5.9,-9.7,-1.6
2008-01-26,108,-2.7,-7,1.8
2008-01-27,108,-1.4,-5.8,4.4
2008-01-28,108,-0.8,-3.2,2.3
2008-01-29,108,-0.2,-2.9,3.5
2008-01-30,108,-2.2,-5,0
2008-01-31,108,-4.2,-6.9,-0.5
2008-02-01,108,-3.3,-7.5,1.6
2008-02-02,108,-1.1,-5.2,3.1
2008-02-03,108,-0.7,-2.7,2.5
2008-02-04,108,-2.7,-5.1,1.2
2008-02-05,108,-3.4,-7.1,0.7
2008-02-06,108,-3.2,-6.2,1.3
2008-02-07,108,-3.9,-7.9,0.8
2008-02-08,108,-2.7,-7.5,1.5
2008-02-09,108,-1.9,-3.5,0.7
2008-02-10,108,-1.3,-5.3,3.4
2008-02-11,108,-0.9,-4,4
2008-02-12,108,-6.9,-9.7,-3.3
2008-02-13,108,-5.8,-10.1,-1.1
2008-02-14,108,-2.1,-7,2.7
2008-02-15,108,-3.5,-6.2,0.2
2008-02-16,108,-3.4,-7.4,1.2
2008-02-17,108,-2.3,-5.5,2.2
2008-02-18,108,-1.5,-5.8,4
2008-02-23,108,-2.6,-4.5,1.2
2008-02-24,108,-1.5,-7.2,4.4
2008-02-25,108,-0.9,-3.1,2.5
2008-02-26,108,-1.1,-2.5,1.2
2008-11-18,108,-3.1,-5.5,0.4
2008-11-19,108,-4.2,-7.2,-0.7
2008-12-05,108,-7.6,-11.9,-0.7
2008-12-06,108,-9,-13.1,-4.9
2008-12-07,108,-2.8,-8,1.2
2008-12-14,108,-1.1,-5,3.3
2008-12-18,108,-0.3,-2.8,3.7
2008-12-21,108,-0.3,-2.8,4.3
2008-12-22,108,-5.1,-8.1,-2.7
2008-12-23,108,-1.2,-4.7,3.2
2008-12-25,108,-1.3,-5.4,3.6
2008-12-26,108,-5.6,-8.5,-2.4
2008-12-27,108,-3,-7.6,1.1
2008-12-30,108,-4.2,-7.3,0.3
2008-12-31,108,-6.2,-8,-2.9
2009-01-01,108,-5.8,-9.5,-2.5
2009-01-02,108,-2.8,-6.9,1.2
2009-01-03,108,-1,-5.6,4
2009-01-05,108,-1.6,-3.4,1.2
2009-01-06,108,-2,-5.4,1.4
2009-01-07,108,-0.5,-4.2,4.2
2009-01-08,108,-0.9,-4,2.5
2009-01-09,108,-3.5,-6.8,-0.5
2009-01-10,108,-7.5,-9.9,-4.3
2009-01-11,108,-8,-9.6,-4.2
2009-01-12,108,-7.8,-11,-3.2
2009-01-13,108,-5.5,-9,-1.5
2009-01-14,108,-6.6,-9.4,-3.2
2009-01-15,108,-6.3,-11.2,-2
2009-01-16,108,-2.8,-4.8,0.4
2009-01-17,108,-1.4,-5.9,3.1
2009-01-23,108,-9,-11,-2
2009-01-24,108,-8.1,-11.4,-5.1
2009-01-25,108,-4.6,-9.3,1
2009-01-26,108,-3.3,-5.3,-0.2
2009-01-27,108,-1.9,-6.8,3.9
2009-02-15,108,-1.6,-6.4,2.4
2009-02-16,108,-6,-8.6,-2.3
2009-02-17,108,-4.6,-8.6,-0.5
2009-02-18,108,-2.2,-6,1.4
2009-02-20,108,-2.5,-6.8,-0.1
2009-02-21,108,-2.2,-7.8,2.7
2009-11-15,108,-0.5,-2.9,1.9
2009-11-16,108,-1.8,-4.2,1
2009-11-17,108,-1.1,-2.9,1.9
2009-11-18,108,-0.6,-4.3,3.1
2009-11-21,108,-0.1,-3.4,3.8
2009-12-06,108,-3.5,-6.3,-0.3
2009-12-07,108,-0.1,-5.3,5.1
2009-12-14,108,-0.3,-2.6,3.6
2009-12-15,108,-4.2,-7.5,-1.5
2009-12-16,108,-6.3,-9.2,-3
2009-12-17,108,-7.2,-10.2,-3.2
2009-12-18,108,-9.3,-12,-5.7
2009-12-19,108,-7.9,-10.8,-4.3
2009-12-20,108,-5.3,-8.8,-0.9
2009-12-21,108,-3.6,-8.5,0.5
2009-12-26,108,-8.1,-11,-4.6
2009-12-27,108,-7.9,-9.9,-5.5
2009-12-28,108,-8.6,-10.8,-5.4
2009-12-29,108,-4.5,-9.9,1.6
2009-12-30,108,-4,-9.5,1.8
2009-12-31,108,-10.8,-12.9,-8.3
2010-01-01,108,-7.6,-12.7,-3.6
2010-01-02,108,-3.6,-7.4,0.2
2010-01-03,108,-6.8,-10.5,-3.2
2010-01-04,108,-5.9,-8,-3.4
2010-01-05,108,-9.9,-12.3,-7
2010-01-06,108,-11.2,-13.3,-8.1
2010-01-07,108,-10.1,-13.6,-5.5
2010-01-08,108,-8,-11.8,-3.3
2010-01-09,108,-5.1,-8.7,-1.9
2010-01-10,108,-3.4,-5.3,-0.3
2010-01-11,108,-5.2,-8.3,-1.3
2010-01-12,108,-10.3,-12.9,-7.3
2010-01-13,108,-13.2,-15.3,-10.7
2010-01-14,108,-9.1,-14.4,-4.1
2010-01-15,108,-5,-7.5,-0.6
2010-01-16,108,-6.4,-10.1,-2.1
2010-01-17,108,-4,-9,1.4
2010-01-18,108,-0.5,-3.9,1.9
2010-01-21,108,-4.1,-8,2.4
2010-01-22,108,-7,-9.6,-3.4
2010-01-23,108,-5.3,-9.1,-0.9
2010-01-25,108,-3,-8.5,2.6
2010-01-26,108,-4.1,-9.5,1.1
2010-01-27,108,-0.2,-4,3.1
2010-01-28,108,-0.4,-5,2.7
2010-01-29,108,-2.1,-7.3,1.4
2010-02-02,108,-6.2,-9.1,-2.6
2010-02-03,108,-8,-10.8,-5
2010-02-04,108,-4.3,-8.3,-0.6
2010-02-05,108,-5.5,-7.9,-1.9
2010-02-06,108,-4.7,-9.6,0.9
2010-02-12,108,-0.3,-1.8,1.1
2010-02-13,108,-2.3,-3.3,-0.3
2010-02-14,108,-2.2,-5,1.2
2010-02-15,108,-3.1,-6,-0.3
2010-02-16,108,-4.5,-8,-0.4
2010-02-17,108,-3.2,-7.2,0.3
2010-02-18,108,-2.9,-4.4,-1
2010-02-19,108,-1,-4.7,2.5
2010-03-10,108,-1.4,-4,0.5
2010-03-17,108,-0.1,-1.9,3.1
2010-11-28,108,-1.3,-5.2,2
2010-12-07,108,-0.7,-4.8,4.6
2010-12-09,108,-1.8,-4.3,2.3
2010-12-11,108,-3.5,-6.2,6.7
2010-12-12,108,-1.2,-6.6,3.7
2010-12-14,108,-4,-10.1,1.8
2010-12-15,108,-10.5,-12.7,-7.3
2010-12-16,108,-7.7,-12.9,-4.1
2010-12-17,108,-2.1,-5.5,2.6
2010-12-23,108,-1.9,-9.5,4.5
2010-12-24,108,-12.3,-15.1,-9
2010-12-25,108,-11.2,-14.3,-6.7
2010-12-26,108,-9.3,-13.6,-5.1
2010-12-27,108,-4.9,-9.4,-2.1
2010-12-28,108,-2.6,-6,-0.1
2010-12-29,108,-5.7,-9.4,-2.1
2010-12-30,108,-6.1,-9,-3.6
2010-12-31,108,-8.7,-10.7,-6.2
2011-01-01,108,-6.8,-10.4,-2.9
2011-01-02,108,-5.4,-8.5,-1.2
2011-01-03,108,-4.5,-8.5,-0.3
2011-01-04,108,-3.9,-7.4,-1.7
2011-01-05,108,-4,-7.7,-1.8
2011-01-06,108,-7.6,-9.8,-4.6
2011-01-07,108,-7,-10.6,-2.9
2011-01-08,108,-3.6,-8.2,0.1
2011-01-09,108,-7,-10.3,-0.3
2011-01-10,108,-8.2,-11.8,-4.6
2011-01-11,108,-5.4,-7.8,-2.7
2011-01-12,108,-8.2,-11.1,-4.9
2011-01-13,108,-5.9,-11.1,-0.6
2011-01-14,108,-3.8,-6.9,0.3
2011-01-15,108,-12.2,-15.7,-6.9
2011-01-16,108,-14.5,-17.8,-10.7
2011-01-17,108,-9.7,-14.1,-4.8
2011-01-18,108,-6.7,-10.8,-2.7
2011-01-19,108,-6.6,-10,-3.2
2011-01-20,108,-8.2,-10.5,-4.7
2011-01-21,108,-6.8,-9.7,-3.2
2011-01-22,108,-4.3,-7.1,-0.8
2011-01-23,108,-4.5,-7.1,-2.1
2011-01-24,108,-8.8,-10.9,-5.8
2011-01-25,108,-8.4,-11.9,-4.4
2011-01-26,108,-8.5,-10.7,-5.2
2011-01-27,108,-8.9,-11.5,-5.7
2011-01-28,108,-7.9,-10.5,-4.3
2011-01-29,108,-9.1,-11.5,-5.5
2011-01-30,108,-10.1,-13.6,-5.7
2011-01-31,108,-6.2,-12.7,-1.8
2011-02-01,108,-0.2,-4.2,5
2011-02-09,108,-1.2,-4.1,2.1
2011-02-10,108,-2.1,-5.6,2.7
2011-02-11,108,-2.9,-6.2,1.8
2011-02-12,108,-5.9,-9.2,-1.8
2011-02-13,108,-4.8,-9,-0.2
2011-02-14,108,-3.4,-6.7,-0.2
2011-02-15,108,-1.8,-5.5,2.9
2011-02-16,108,-0.6,-5,4.3
2011-03-02,108,-2.1,-4.2,1.6
2011-03-03,108,-2.1,-5.5,2.5
2011-03-16,108,-0.4,-3.1,3.2
2011-11-24,108,-1.6,-5.5,2
2011-12-09,108,-2.7,-4.4,0.1
2011-12-10,108,-1.7,-4.9,1.4
2011-12-15,108,-3.9,-5.8,-0.9
2011-12-16,108,-7.1,-9.8,-3.5
2011-12-17,108,-5.8,-10.6,-1.6
2011-12-18,108,-2.4,-5,1.4
2011-12-19,108,-2.4,-6.7,1.9
2011-12-20,108,-0.3,-5.1,3.8
2011-12-22,108,-5.5,-8.7,1.1
2011-12-23,108,-5.4,-10.1,-1.1
2011-12-24,108,-5.2,-7.8,-3
2011-12-25,108,-7.1,-9.5,-3.5
2011-12-26,108,-7.1,-10.1,-3.5
2011-12-27,108,-4,-8.8,1.2
2011-12-28,108,-0.5,-4.1,2.2
2011-12-29,108,-1.7,-4.8,1.7
2011-12-30,108,-3,-6.4,1.9
2011-12-31,108,-1.9,-6,1.4
2012-01-01,108,-3,-6.9,0.4
2012-01-02,108,-4.8,-8.3,-1.2
2012-01-03,108,-4.5,-6.8,-0.2
2012-01-04,108,-7.4,-9.6,-4.3
2012-01-05,108,-5.7,-9.8,-1.3
2012-01-06,108,-2.8,-5.6,1.3
2012-01-07,108,-3.8,-8,2
2012-01-08,108,-2.5,-5.5,0.4
2012-01-09,108,-0.3,-1.8,2.7
2012-01-10,108,-2.5,-5.8,1.5
2012-01-11,108,-6,-8.1,-3.3
2012-01-12,108,-4.6,-10.3,-0.4
2012-01-13,108,-1.2,-4.1,2.6
2012-01-14,108,-1.5,-6.3,2.7
2012-01-15,108,-2.6,-4.7,0.3
2012-01-22,108,-7.7,-11.6,-2.4
2012-01-23,108,-9.6,-12.2,-5.3
2012-01-24,108,-7.3,-11.8,-3.1
2012-01-25,108,-8.2,-11.6,-5
2012-01-26,108,-2.9,-8.5,1.8
2012-01-27,108,-0.9,-4.4,4.9
2012-01-28,108,-1.8,-6,3.1
2012-01-29,108,-2.8,-5.5,1.6
2012-01-30,108,-5.6,-8.8,-0.8
2012-01-31,108,-4.7,-8.5,-0.3
2012-02-01,108,-12.8,-15.3,-8.1
2012-02-02,108,-13.7,-17.1,-9.5
2012-02-03,108,-8.6,-14.5,-3.9
2012-02-04,108,-3,-5.2,1
2012-02-05,108,-0.9,-4.5,4.8
2012-02-07,108,-8.7,-11.5,-0.1
2012-02-08,108,-8,-12.1,-3.8
2012-02-09,108,-4.5,-9,-0.5
2012-02-10,108,-3.5,-6.9,1.7
2012-02-11,108,-3.8,-9.2,0.8
2012-02-12,108,-0.1,-5,4.8
2012-02-15,108,-1.3,-4.1,3
2012-02-16,108,-2.8,-6.1,2.7
2012-02-17,108,-6.4,-8.8,-2.9
2012-02-18,108,-6.8,-9.6,-2.2
2012-02-19,108,-4.4,-9.6,1.3
2012-02-20,108,-0.2,-5.5,5.3
2012-02-26,108,-1.6,-4,3.2
2012-02-27,108,-0.7,-5.9,5.2
2012-03-11,108,-2.4,-4.6,1.3
2012-03-12,108,-1.6,-5.7,3.2
2012-12-01,108,-0.9,-5.9,4
2012-12-04,108,-3.3,-5.9,-0.1
2012-12-05,108,-3.8,-6.2,-0.8
2012-12-06,108,-6.3,-10.3,-2.9
2012-12-07,108,-4.5,-6.4,-2.4
2012-12-08,108,-8.2,-11,-5.3
2012-12-09,108,-10.5,-13.2,-7
2012-12-10,108,-8.3,-11.8,-4.6
2012-12-11,108,-6.5,-10.4,-0.8
2012-12-12,108,-5,-9,0
2012-12-13,108,-1.5,-6.2,3.4
2012-12-17,108,-0.4,-4.7,3.2
2012-12-18,108,-6.8,-9.2,-4
2012-12-19,108,-6.9,-10.4,-2.8
2012-12-20,108,-3.4,-7.8,0.3
2012-12-21,108,-0.7,-1.9,0.8
2012-12-22,108,-3,-5.9,-0.8
2012-12-23,108,-8.9,-12.5,-5.9
2012-12-24,108,-8.8,-13.6,-4.5
2012-12-25,108,-8.9,-13.7,-4.6
2012-12-26,108,-10.8,-14.5,-7
2012-12-27,108,-5.7,-11.3,-0.8
2012-12-28,108,-0.9,-3.5,1.5
2012-12-29,108,-0.3,-1.9,0.6
2012-12-30,108,-8.2,-10.7,0
2012-12-31,108,-8.7,-11.6,-5
2013-01-01,108,-4.7,-8.7,0
2013-01-02,108,-11.7,-15.1,-4.8
2013-01-03,108,-13.2,-16.4,-9.3
2013-01-04,108,-10.7,-14.8,-5.8
2013-01-05,108,-7,-12.1,-1.2
2013-01-06,108,-6.3,-9.4,-2
2013-01-07,108,-5.1,-8.8,0.1
2013-01-08,108,-4.6,-6.8,-0.7
2013-01-09,108,-9,-10.7,-6.4
2013-01-10,108,-8.3,-12.3,-3.6
2013-01-11,108,-3.2,-7.9,1.4
2013-01-13,108,-0.5,-3,3.3
2013-01-14,108,-2.1,-4.3,1.8
2013-01-15,108,-2.1,-5.5,2
2013-01-16,108,-2.6,-5.8,0.4
2013-01-17,108,-5.8,-8.2,-2.5
2013-01-18,108,-4.4,-9.2,0.2
2013-01-24,108,-0.9,-6.7,2.4
2013-01-25,108,-9.1,-10.8,-6.5
2013-01-26,108,-9.2,-11.9,-5.1
2013-01-27,108,-7.3,-10.7,-3.9
2013-01-28,108,-3.5,-8.9,0.2
2013-02-02,108,-1.1,-4.5,3.7
2013-02-03,108,-3.2,-5.8,-1.1
2013-02-04,108,-0.8,-3.3,2.5
2013-02-05,108,-0.6,-4,2.7
2013-02-06,108,-1.5,-3.1,0.2
2013-02-07,108,-11.1,-13.8,-2.6
2013-02-08,108,-11.5,-15.8,-6.1
2013-02-09,108,-7.2,-12.3,-2.6
2013-02-10,108,-4,-8.4,-0.5
2013-02-11,108,-5.8,-10.4,-0.9
2013-02-12,108,-3.8,-4.8,-1.9
2013-02-13,108,-1.3,-6.3,2.9
2013-02-15,108,-1.2,-5.2,1.5
2013-02-16,108,-2.6,-7,2.6
2013-02-19,108,-2.9,-7.1,0.6
2013-02-20,108,-4.8,-8.7,0
2013-02-21,108,-1.7,-5.3,2.5
2013-02-23,108,-0.9,-4.4,2.4
2013-03-02,108,-0.8,-4.4,3.1
2013-11-28,108,-3.8,-6.4,-0.9
2013-11-29,108,-0.7,-5.4,4.8
2013-12-11,108,-1.7,-4.3,0.2
2013-12-12,108,-3.2,-6.3,0.3
2013-12-13,108,-6.8,-8.9,-4.3
2013-12-14,108,-4.9,-8.5,-1.4
2013-12-15,108,-4.4,-8,0.7
2013-12-16,108,-3.6,-7.3,0.5
2013-12-17,108,-0.3,-5.5,4.7
2013-12-19,108,-3.5,-6.5,-0.9
2013-12-20,108,-4,-8.1,-0.1
2013-12-21,108,-3.1,-6.3,0.9
2013-12-22,108,-2.1,-6.8,3.1
2013-12-23,108,-1.1,-3.7,2.3
2013-12-24,108,-1.6,-5.9,4
2013-12-25,108,-0.5,-4.4,3.7
2013-12-26,108,-0.5,-4,2.7
2013-12-27,108,-6.8,-9.3,-3.7
2013-12-28,108,-6.5,-9.8,-2.7
2013-12-29,108,-2.9,-8,1.6
2014-01-04,108,-0.1,-3.7,5.6
2014-01-05,108,-0.8,-4.3,3.8
2014-01-09,108,-7.8,-10.4,-4.3
2014-01-10,108,-4.7,-9.3,-0.9
2014-01-11,108,-1.7,-5.4,2.4
2014-01-12,108,-2.4,-7.7,2.5
2014-01-13,108,-6.2,-10.5,-1.6
2014-01-14,108,-4.3,-8.9,1.1
2014-01-15,108,-2.9,-7.6,2.2
2014-01-17,108,-0.1,-3.7,3.8
2014-01-18,108,-2.2,-4.9,0.8
2014-01-19,108,-2.6,-7.4,2.4
2014-01-20,108,-1.5,-4.2,1.9
2014-01-21,108,-5.5,-7.2,-3.1
2014-01-22,108,-3.9,-9.5,1.6
2014-01-23,108,-0.8,-5.2,4.1
2014-01-26,108,-2.1,-5.3,2.3
2014-02-03,108,-3.5,-8.2,2.8
2014-02-04,108,-7.4,-10.5,-3.7
2014-02-05,108,-4.8,-8.9,0.3
2014-02-06,108,-1.3,-5.2,4.5
2014-02-09,108,-1.6,-3.4,0.7
2014-02-10,108,-0.1,-2.9,4.4
2014-03-07,108,-0.6,-4.6,4.3
2014-11-13,108,-0.2,-3.1,4.3
2014-12-01,108,-1.1,-7.2,7.9
2014-12-02,108,-5.4,-8.2,-2.7
2014-12-03,108,-3.3,-6.5,-0.5
2014-12-04,108,-4.6,-7.4,-0.2
2014-12-05,108,-6.6,-10.1,-2.5
2014-12-06,108,-5.6,-8.8,-0.5
2014-12-07,108,-3.4,-8.2,0.2
2014-12-08,108,-1.6,-4.8,2.7
2014-12-09,108,-2.4,-7.4,4.1
2014-12-11,108,-1.5,-5.2,3.2
2014-12-12,108,-3.8,-7,0.5
2014-12-13,108,-5.2,-7.3,-2
2014-12-14,108,-3.6,-8.6,0.6
2014-12-15,108,-0.1,-1.7,2
2014-12-16,108,-4.9,-9.4,1.7
2014-12-17,108,-9,-11.1,-5.2
2014-12-18,108,-8.3,-13.2,-2.2
2014-12-19,108,-3.8,-8.1,0
2014-12-20,108,-1.7,-6.6,2.1
2014-12-21,108,-6.4,-9,-1.3
2014-12-22,108,-4.7,-9.7,0.8
2014-12-23,108,-1.3,-5.7,1.8
2014-12-25,108,-2.6,-5.9,1.8
2014-12-26,108,-3.2,-7.4,2.5
2014-12-27,108,-1.8,-6.3,5
2014-12-28,108,-0.8,-3.6,1.6
2014-12-31,108,-1.9,-6.9,1.7
2015-01-01,108,-7.7,-9.8,-4.3
2015-01-02,108,-6,-9,-1.9
2015-01-03,108,-2.7,-9.2,3.1
2015-01-06,108,-3.2,-7.6,4
2015-01-07,108,-5.5,-8.9,-0.6
2015-01-08,108,-5.1,-9.5,-0.2
2015-01-09,108,-2.1,-6.8,3.5
2015-01-10,108,-0.3,-5.6,4.8
2015-01-11,108,-0.4,-4.3,2.5
2015-01-12,108,-2.7,-7.3,3.7
2015-01-17,108,-4.1,-7.7,0
2015-01-18,108,-1.3,-6.5,2.1
2015-01-19,108,-0.1,-4,3.1
2015-01-20,108,-0.9,-6.4,4.4
2015-01-27,108,-3.6,-7.4,0.5
2015-01-28,108,-4.1,-9.1,2.7
2015-01-29,108,-1.1,-4.6,3
2015-01-30,108,-3.3,-7,0.8
2015-01-31,108,-4.5,-8.5,0.8
2015-02-01,108,-3,-8.2,3.6
2015-02-02,108,-0.6,-5.3,6.4
2015-02-05,108,-0.1,-3.8,4.8
2015-02-08,108,-9.8,-11.9,-2.8
2015-02-09,108,-5.7,-13,-0.1
